iso3,country,year,legacy_category,capacity_v2_rank_50_50,capacity_v2_rank_legacy_56_44,capacity_v2_minmax_50_50,ssr_percentile_rank,production_per_person_percentile_rank,arable_land_hectares_per_person,electricity_access_pct,female_agricultural_employment_pct,fertilizer_consumption_kg_per_hectare_arable_land,rural_population_growth_pct,rural_population_pct
ETH,Ethiopia,2018,category_3,0.517241379310345,0.525354969574036,0.237200554070382,0.586206896551724,0.448275862068966,0.143674804386758,44.8,53.7932285736212,16.5355532217211,2.09851017098292,79.2161903381348
ETH,Ethiopia,2019,category_3,0.551724137931034,0.55578093306288,0.209306982023371,0.586206896551724,0.517241379310345,0.139902938707366,48,51.6847037099417,26.310523715415,2.10268593049026,78.7513294219971
ETH,Ethiopia,2020,category_3,0.5,0.506085192697769,0.213534767309258,0.551724137931034,0.448275862068966,0.136187497314844,51.1,54.144316928758,39.8850886996684,2.23047369165266,78.3739948272705
ETH,Ethiopia,2021,category_3,0.5,0.506085192697769,0.198286739672973,0.551724137931034,0.448275862068966,0.134528917265688,54.2,54.5378250995199,41.7726745237649,2.05726119017244,77.8932914733887
FRA,France,2010,flexible_1,0.948275862068966,0.950304259634888,0.711455055665512,0.96551724137931,0.931034482758621,0.281435742888356,100,1.79711984735133,150.537957564465,0.511551730246133,22.9037155191197
FRA,France,2011,flexible_1,0.948275862068966,0.950304259634888,0.742234201071076,0.96551724137931,0.931034482758621,0.279678112445159,100,1.90864933879861,141.299303944316,0.386624106986999,22.8817282612491
FRA,France,2012,flexible_1,0.96551724137931,0.96551724137931,0.598248364209125,0.96551724137931,0.96551724137931,0.278439717139473,100,1.86706083178559,160.786305431114,0.270763457473565,22.8330535080084
FRA,France,2013,flexible_1,0.948275862068966,0.950304259634888,0.74919158706684,0.96551724137931,0.931034482758621,0.277367781766253,100,1.85605504050633,169.417394582015,0.178566656212108,22.7559278529082
FRA,France,2014,flexible_1,0.948275862068966,0.950304259634888,0.85617262951965,0.96551724137931,0.931034482758621,0.276467026732857,100,1.66226213675114,168.426725431051,-0.00246366805428144,22.6475703211387
FRA,France,2015,flexible_1,0.96551724137931,0.969574036511156,0.906426548363731,1,0.931034482758621,0.277673626146145,100,1.6549639404423,170.400948118645,-1.46535144109388,22.2389080849934
FRA,France,2016,flexible_1,0.948275862068966,0.950304259634888,0.591419460547754,0.96551724137931,0.931034482758621,0.275101723359223,100,1.64234219438565,163.139120924284,-3.58096444951522,21.4000885294221
